,logFC.groupovary,logFC.groupovid,PValue,FDR
ENSSSCG00000061743,-0.751767359930074,0.126261677756657,0.285943441298264,0.336477902383906
ENSSSCG00000004132,-0.294033455876046,-0.393121272635178,0.286308813619066,0.336886093710864
ENSSSCG00000004435,0.587727606766106,0.136736668528046,0.2863858173543,0.336938833615345
ENSSSCG00000010247,0.0339337473198764,-0.292214379636647,0.286390613076256,0.336938833615345
ENSSSCG00000000870,0.109590769920376,0.269134535203318,0.286501598792871,0.337047649370685
ENSSSCG00000007681,0.342735258071775,0.163451959864681,0.286678093743833,0.33723351280581
ENSSSCG00000062736,1.05005998924813,0.747886663103363,0.286811236235014,0.337368357913051
ENSSSCG00000004719,0.258209250184546,-0.0168660289550461,0.286922018311951,0.337476885356718
ENSSSCG00000058715,-0.0656621094284789,-0.310776121875187,0.287000341462092,0.33754722315619
ENSSSCG00000016782,0.153497580292966,0.440984839428878,0.287082139135014,0.337621638074116
ENSSSCG00000010341,-0.0699776587922073,-0.307685067001088,0.28744811968452,0.338030233795618
ENSSSCG00000004470,-0.172880955794007,-0.279635366777814,0.28884852911298,0.339655155152597
ENSSSCG00000008997,-0.359566707959079,-1.00177467529316,0.288941257727616,0.339742272458099
ENSSSCG00000035007,-0.311236485047376,0.0412519727524362,0.2889662197084,0.339749702449412
ENSSSCG00000029920,-0.256512627170895,-0.0433559830550755,0.289126774612674,0.339916543483734
ENSSSCG00000045152,-0.464502636911947,-0.158011972611144,0.28929100749089,0.340087686783253
ENSSSCG00000028679,0.0994067700534983,-0.194434357496443,0.289341756740148,0.340125406362153
ENSSSCG00000035677,0.776088998923534,0.622131162164293,0.289417007380157,0.340191920955623
ENSSSCG00000044922,-0.420169461748302,-0.344460104581266,0.289704319503737,0.340507676145508
ENSSSCG00000004589,0.103385217348323,-0.170968372399138,0.289730850554544,0.34051689800761
ENSSSCG00000028748,-0.0642740151511098,-0.377778863680199,0.289866908822674,0.340654836292282
ENSSSCG00000026886,0.0903990020896892,1.5344217730174,0.290255958473145,0.341090055920466
ENSSSCG00000016760,0.13886860256761,-0.0950816486170574,0.290713143323182,0.341605282347132
ENSSSCG00000009962,-0.160058817336504,-0.212121423002111,0.290824368023609,0.34169400135205
ENSSSCG00000050793,1.73474229511971,-0.0852091185783593,0.290826144368506,0.34169400135205
ENSSSCG00000008171,-0.124256726131,-0.433332924304781,0.290931334899478,0.341784699537493
ENSSSCG00000008990,0.287611242958723,0.075504145487176,0.290940849644706,0.341784699537493
ENSSSCG00000009298,0.26304554254133,0.221607534248241,0.291223795039011,0.342095039370307
ENSSSCG00000007914,0.252655964450051,0.0413622650754822,0.291251381503832,0.342105393266248
ENSSSCG00000034151,0.299059238969257,-0.0222392775260878,0.291440035775649,0.342304924721283
ENSSSCG00000012523,0.193412545498688,-0.0737289967351728,0.292169523599229,0.343139614491999
ENSSSCG00000056361,-0.0443834007736944,-0.297525205974804,0.292227811720775,0.343185954427078
ENSSSCG00000028157,-0.383839300688901,-0.230874983960587,0.292458291941335,0.343434493996964
ENSSSCG00000025345,-0.0609495646554198,0.509899025173887,0.292502759190578,0.34346458012172
ENSSSCG00000010252,1.20983490483296,0.78198042674262,0.292529491260067,0.343473838587943
ENSSSCG00000033001,-0.335498768750944,0.127678800333659,0.292713656129884,0.343667933855882
ENSSSCG00000037061,-0.268999903772989,-0.129759621786701,0.292748149166985,0.343686289404054
ENSSSCG00000004392,-0.0247521292471684,-0.33117711113938,0.292785059581044,0.343707480404853
ENSSSCG00000029723,-0.0943853374152339,-0.236712279997491,0.292837749519574,0.343747191448935
ENSSSCG00000051466,-0.77156610246266,-0.817903701231033,0.292961991687803,0.343863194958567
ENSSSCG00000017985,-0.635338874983805,-0.276512631291069,0.292974310147151,0.343863194958567
ENSSSCG00000056325,0.291417756980819,-0.339532971837055,0.293077253653715,0.343961866987719
ENSSSCG00000011678,-0.316098442005491,-0.47202776997689,0.293210882719927,0.344096537232787
ENSSSCG00000013659,0.0976288993047932,-0.230812798689461,0.293387658073437,0.344281821038656
ENSSSCG00000012590,-0.812297106250976,-0.16385922861767,0.294038675907561,0.345023554809053
ENSSSCG00000014011,1.03034950272931,0.713162274063126,0.294176631137655,0.345142548322007
ENSSSCG00000022788,0.453732830556202,0.2772218134791,0.294177963294872,0.345142548322007
ENSSSCG00000036359,-0.650618859117918,-0.165546845470496,0.294248716762621,0.345201636543367
ENSSSCG00000022932,-0.201789305086297,-0.0322176000512964,0.294281601462367,0.345201636543367
ENSSSCG00000023956,-0.237374994284553,0.372289902249381,0.294285152838989,0.345201636543367
ENSSSCG00000014580,-0.13594918460491,-0.342006084038925,0.294984780133342,0.346000040751112
ENSSSCG00000011837,-0.177926291214509,-1.40682208836646,0.295014482881439,0.34601261011915
ENSSSCG00000026896,-0.237426715391434,-0.243163345081034,0.295309804599593,0.346336693418043
ENSSSCG00000036201,0.836740512403331,0.450630067876976,0.295408048416926,0.346429618684045
ENSSSCG00000013524,0.322315914109692,0.29082930897287,0.295634204392032,0.346658562914702
ENSSSCG00000048769,-0.26765373090705,-0.0186162759703103,0.295641318306645,0.346658562914702
ENSSSCG00000039679,-0.232884536244612,-0.160897655108209,0.296076358971324,0.347146340210604
ENSSSCG00000033326,-0.244403347616138,0.0205155806987663,0.296154322745345,0.347215412873853
ENSSSCG00000007099,-1.08670003321497,-0.812905296555247,0.296179162427822,0.347222197239282
ENSSSCG00000037542,-0.680555981888284,-0.33232495561023,0.29633771285537,0.347385724885903
ENSSSCG00000008648,-0.890580765883317,-0.813193541449415,0.296414555641015,0.347453454814553
ENSSSCG00000014113,-0.141273583517405,-0.470447578121792,0.296550045923089,0.347589917475069
ENSSSCG00000032711,0.154419226256592,-0.0640347611108887,0.296633365980281,0.347665217160244
ENSSSCG00000055168,-0.131869479437704,-0.649754923612024,0.2967052677491,0.347727125367176
ENSSSCG00000015430,0.273924973425396,0.212379144613533,0.296834723989774,0.347843457755313
ENSSSCG00000028065,-0.160437752097522,-0.232735698085798,0.2968427049501,0.347843457755313
ENSSSCG00000008640,0.0654403028144966,-0.212454601062655,0.296988805950469,0.347992284423671
ENSSSCG00000011616,0.149055993574105,-0.14776727258738,0.297348743412401,0.348391635588761
ENSSSCG00000006788,0.131423565792256,-0.49899163078078,0.297568713892241,0.348626952232221
ENSSSCG00000031957,1.28849969558316,0.676968765521795,0.297866812871865,0.348953766892315
ENSSSCG00000055477,-0.127099337713319,-0.408188228098563,0.297893077347606,0.348962103335012
ENSSSCG00000021811,-0.545337368970962,-0.462942613007507,0.298328647464965,0.34944988246571
ENSSSCG00000032686,0.157757221767642,-0.908961781110523,0.298493508573239,0.349620521899782
ENSSSCG00000008346,-0.32892605654488,0.0304097210128829,0.298862837928309,0.350030614293413
ENSSSCG00000004048,0.259124041213555,0.000960513147307195,0.299078778311094,0.35026101509809
ENSSSCG00000007140,-0.772041887567513,-0.541835111988985,0.29983127094885,0.351119719944213
ENSSSCG00000017552,-0.556948310728724,0.211022572350965,0.299870049244534,0.351142567463367
ENSSSCG00000034313,-0.237835891828467,-0.363777668715066,0.29989098320067,0.351144517980532
ENSSSCG00000056711,-1.20878837894154,-0.230736133623367,0.299994719427349,0.351243415794668
ENSSSCG00000031915,0.376138095924335,0.200834645148472,0.300762034325262,0.352118672434508
ENSSSCG00000015944,0.224006751041337,0.14268815713067,0.300780913838235,0.352118672434508
ENSSSCG00000015735,0.429890299169106,0.344633644430466,0.301081487114335,0.352447907320892
ENSSSCG00000015515,-1.36398769117434,-0.822733824285027,0.301323958538234,0.352709089883794
ENSSSCG00000007968,-0.0606793777667277,-0.313044996444967,0.301389939461066,0.352763664530408
ENSSSCG00000023122,-0.264162436359782,-0.143611199568494,0.301643449783122,0.353037712982315
ENSSSCG00000012986,0.301425059878573,0.584507492551287,0.301691479084564,0.353071250631717
ENSSSCG00000009327,-0.369025039461273,-0.11430194220992,0.301877765138684,0.353266576246541
ENSSSCG00000010555,-0.0360948154778615,-0.185608275336775,0.302089892651648,0.353492115300092
ENSSSCG00000004004,-0.303196061077459,-0.22077161392719,0.302378700689874,0.35380734776066
ENSSSCG00000056724,0.323325833961992,0.771235967345722,0.30242181604189,0.353835078039766
